"","x"
"365",9036
"366",9091
"367",2659
"368",9173
"369",9562
"370",5459
"371",3970
"372",5889
"373",5667
"374",7827
"375",933
"376",2320
"377",3468
"378",4073
"379",679
"380",7511
"381",639
"382",3306
"383",6151
"384",3723
"385",1668
"386",1222
"387",5530
"388",7
"389",9088
"390",8380
"391",7232
"392",284
"393",4867
"394",4011
"395",8191
"396",1417
"397",8284
"398",6913
"399",1516
"400",3265
"401",2120
"402",9922
"403",2175
"404",17
"405",969
"406",5401
"407",3682
"408",7096
"409",2721
"410",5864
"411",1797
"412",9623
"413",8701
"414",4689
"415",8611
"416",484
"417",5776
"418",8923
"419",499
"420",7032
"421",8486
"422",7796
"423",6143
"424",1347
"425",9553
"426",5337
"427",945
"428",7747
"429",1299
"430",7944
"431",2220
"432",1568
"433",3349
"434",5157
"435",1462
"436",1453
"437",3456
"438",550
"439",7861
"440",26
"441",1985
"442",1641
"443",8654
"444",9377
"445",8238
"446",3783
"447",3133
"448",8405
"449",2651
"450",5234
"451",6813
"452",817
"453",9141
"454",197
"455",8750
"456",5024
"457",2972
"458",7728
"459",209
"460",343
"461",4991
"462",959
"463",9433
"464",2636
"465",3357
"466",4140
"467",3658
"468",5521
"469",5484
"470",9127
"471",8484
"472",8556
"473",1580
"474",7204
"475",4484
"476",3758
"477",4180
"478",8519
"479",8638
"480",340
"481",9559
"482",7710
"483",7881
"484",6331
"485",1070
"486",5671
"487",8115
"488",2099
"489",4624
"490",9814
"491",1673
"492",5887
"493",7557
"494",5334
"495",9565
"496",6756
"497",1576
"498",8754
"499",2102
"500",4567
"501",3949
"502",686
"503",128
"504",1219
"505",5785
"506",6825
"507",3070
"508",2712
"509",3222
"510",4015
"511",5846
"512",5267
"513",1076
"514",2405
"515",4604
"516",5372
"517",2388
"518",5678
"519",1710
"520",514
"521",6540
"522",5446
"523",4286
"524",2873
"525",8117
"526",7182
"527",5215
"528",7500
"529",4952
"530",8440
"531",5208
"532",7350
"533",9483
"534",602
"535",3765
"536",2498
"537",6917
"538",643
"539",9185
"540",9753
"541",7109
"542",4788
"543",9841
"544",3078
"545",9178
"546",7749
"547",4074
"548",799
"549",2163
"550",9500
"551",7099
"552",4643
"553",3914
"554",7035
"555",9995
"556",8633
"557",705
"558",2249
"559",2030
"560",4085
"561",1804
"562",4625
"563",7093
"564",3304
"565",152
"566",248
"567",9333
"568",7953
"569",1809
"570",1651
"571",1583
"572",4610
"573",8643
"574",923
"575",2403
"576",3350
"577",5106
"578",2731
"579",1765
"580",728
"581",2784
"582",6740
"583",2789
"584",4245
"585",6459
"586",7569
"587",3134
"588",5085
"589",7049
"590",8515
"591",4787
"592",2675
"593",949
"594",2616
"595",8085
"596",7647
"597",6772
"598",8217
"599",5591
"600",1068
"601",5164
"602",7539
"603",5743
"604",1313
"605",877
"606",4856
"607",3288
"608",8799
"609",3365
"610",8760
"611",123
"612",120
"613",5467
"614",6619
"615",9143
"616",7885
"617",2752
"618",5270
"619",7122
"620",1147
"621",2038
"622",2656
"623",8155
"624",8427
"625",9116
"626",9655
"627",390
"628",5252
"629",4758
"630",988
"631",3858
"632",8985
"633",6506
"634",627
"635",6531
"636",530
"637",6057
"638",5815
"639",2243
"640",7776
"641",9857
"642",8625
"643",1239
"644",9229
"645",6492
"646",6476
"647",8341
"648",7902
"649",9013
"650",4008
"651",437
"652",9152
"653",5143
"654",5380
"655",7458
"656",3836
"657",9305
"658",5082
"659",5207
"660",7372
"661",5200
"662",2533
"663",7954
"664",7381
"665",789
"666",8387
"667",7875
"668",291
"669",8300
"670",8808
"671",5919
"672",7193
"673",2654
"674",5322
"675",2231
"676",4858
"677",4284
"678",7313
"679",9379
"680",459
"681",36
"682",9112
"683",9848
"684",413
"685",6628
"686",1010
"687",9886
"688",7845
"689",3828
"690",1151
"691",4899
"692",7227
"693",7528
"694",7575
"695",6920
"696",876
"697",8665
"698",6217
"699",4862
"700",9609
"701",5730
"702",3618
"703",5546
"704",4534
"705",7468
"706",865
"707",1927
"708",1969
"709",2409
"710",4379
"711",7083
"712",2528
"713",5849
"714",7377
"715",6193
"716",1907
"717",8960
"718",8193
"719",7400
"720",1887
"721",9672
"722",7850
"723",961
"724",2115
"725",5228
"726",8285
"727",315
"728",9358
"729",7649
"730",5213
"731",2088
"732",1835
"733",8892
"734",6420
"735",9885
"736",3622
"737",2794
"738",5559
"739",4754
"740",1630
"741",8430
"742",6092
"743",8222
"744",6684
"745",3413
"746",8772
"747",3118
"748",9133
"749",7164
"750",9211
"751",4335
"752",7578
"753",4593
"754",3427
"755",1540
"756",3184
"757",3309
"758",8274
"759",1760
"760",1894
"761",9356
"762",9350
"763",3565
"764",3409
"765",3802
"766",6615
"767",68
"768",7566
"769",5478
"770",4609
"771",6824
"772",447
"773",7570
"774",2013
"775",2217
"776",2092
"777",7866
"778",5811
"779",8279
"780",4024
"781",1841
"782",2958
"783",6386
"784",3881
"785",1885
"786",2070
"787",7394
"788",4288
"789",7895
"790",9119
"791",4526
"792",9162
"793",5748
"794",3991
"795",1646
"796",6552
"797",2734
"798",1601
"799",3218
"800",2406
"801",5904
"802",5282
"803",3707
"804",339
"805",6636
"806",1676
"807",9633
"808",3646
"809",2507
"810",4885
"811",1722
"812",9865
"813",9948
"814",5705
"815",7476
"816",4553
"817",821
"818",8704
"819",5726
"820",625
"821",4740
"822",2069
"823",3366
"824",9021
"825",6462
"826",4683
"827",6054
"828",8293
"829",126
"830",82
"831",5262
"832",1418
"833",8368
"834",6564
"835",3147
"836",7108
"837",3187
"838",2905
"839",5792
"840",8186
"841",4928
"842",1960
"843",3390
"844",6134
"845",4587
"846",8053
"847",3611
"848",4834
"849",5833
"850",3896
"851",7166
"852",261
"853",9138
"854",4533
"855",8692
"856",4865
"857",13
"858",5451
"859",7116
"860",8125
"861",6127
"862",6520
"863",1278
"864",7980
"865",9441
"866",8776
"867",8268
"868",4300
"869",8288
"870",1248
"871",3464
"872",8671
"873",6509
"874",5041
"875",5286
"876",7518
"877",7587
"878",3015
"879",7027
"880",9835
"881",7460
"882",6353
"883",4088
"884",4937
"885",5057
"886",8029
"887",1682
"888",4199
"889",1610
"890",4249
"891",3358
"892",7896
"893",2467
"894",5616
"895",4385
"896",3603
"897",7259
"898",1611
"899",2484
"900",358
"901",1513
"902",9550
"903",1555
"904",9416
"905",3501
"906",6711
"907",4953
"908",9608
"909",4134
"910",6050
"911",9063
"912",335
"913",5533
"914",8423
"915",5048
"916",953
"917",8135
"918",3351
"919",8996
"920",2564
"921",762
"922",4508
"923",3609
"924",7869
"925",6598
"926",5475
"927",6559
"928",6053
"929",7527
"930",1366
"931",8347
"932",5938
"933",7441
"934",1230
"935",1261
"936",7143
"937",1002
"938",5778
"939",1523
"940",1124
"941",8234
"942",7454
"943",7452
"944",4209
"945",6045
"946",739
"947",2769
"948",3360
"949",7330
"950",4916
"951",8939
"952",8411
"953",6317
"954",2939
"955",8014
"956",1295
"957",3599
"958",8013
"959",6300
"960",8851
"961",5505
"962",8134
"963",8334
"964",5825
"965",8712
"966",4985
"967",4656
"968",8685
"969",6069
"970",9516
"971",5652
"972",1686
"973",5219
"974",7120
"975",1556
"976",8901
"977",1763
"978",5002
"979",5983
"980",6307
"981",1737
"982",4406
"983",9599
"984",2267
"985",8445
"986",9774
"987",468
"988",9101
"989",6438
"990",1521
"991",7633
"992",1060
"993",649
"994",1019
"995",3248
"996",7144
"997",3083
"998",5019
"999",5578
"1000",4432
"1001",2173
"1002",4404
"1003",6642
"1004",8598
"1005",2191
"1006",4999
"1007",4343
"1008",9963
"1009",2968
"1010",1933
"1011",8028
"1012",3563
"1013",9987
"1014",9662
"1015",6388
"1016",6763
"1017",7654
"1018",6263
"1019",7181
"1020",6739
"1021",2117
"1022",6594
"1023",937
"1024",7178
"1025",426
"1026",8583
"1027",7638
"1028",6992
"1029",7162
"1030",5723
"1031",9114
"1032",8716
"1033",1586
"1034",8812
"1035",1976
"1036",2169
"1037",614
"1038",4585
"1039",9537
"1040",9480
"1041",2363
"1042",8145
"1043",9287
"1044",6790
"1045",2698
"1046",7932
"1047",5719
"1048",9060
"1049",2468
"1050",5138
"1051",609
"1052",5010
"1053",319
"1054",6085
"1055",5875
"1056",3057
"1057",7075
"1058",4549
"1059",3994
"1060",1232
"1061",6514
"1062",2835
"1063",8688
"1064",3312
"1065",171
"1066",9049
"1067",3026
"1068",7631
"1069",6512
"1070",8724
"1071",9929
"1072",8567
"1073",7754
"1074",7515
"1075",8364
"1076",8908
"1077",4809
"1078",352
"1079",4500
"1080",501
"1081",2854
"1082",7337
"1083",3044
"1084",2269
"1085",9016
"1086",9645
"1087",4769
"1088",743
"1089",2697
"1090",2237
"1091",2793
"1092",3481
"1093",9090
"1094",8883
"1095",9621
"1096",3845
"1097",6770
"1098",5466
"1099",4440
"1100",2127
"1101",8797
"1102",4012
"1103",8744
"1104",3619
"1105",4518
"1106",5032
"1107",5378
"1108",1291
"1109",5780
"1110",5944
"1111",420
"1112",4215
"1113",8447
"1114",938
"1115",8948
"1116",7367
"1117",271
"1118",3956
"1119",5510
"1120",9015
"1121",3100
"1122",4105
"1123",1845
"1124",2787
"1125",8882
"1126",3261
"1127",4341
"1128",2809
"1129",4710
"1130",2624
"1131",1240
"1132",8064
"1133",4197
"1134",4082
"1135",8434
"1136",9849
"1137",7901
"1138",5257
"1139",8719
"1140",9159
"1141",6304
"1142",6747
"1143",8921
"1144",8254
"1145",7870
"1146",2244
"1147",4792
"1148",8894
"1149",4141
"1150",6675
"1151",6561
"1152",1179
"1153",1635
"1154",3726
"1155",6327
"1156",9690
"1157",631
"1158",4716
"1159",7483
"1160",1883
"1161",3629
"1162",4204
"1163",2313
"1164",2480
"1165",6444
"1166",3853
"1167",3820
"1168",8604
"1169",7478
"1170",2367
"1171",7542
"1172",3665
"1173",7461
"1174",4646
"1175",3940
"1176",4879
"1177",5081
"1178",2556
"1179",9544
"1180",1500
"1181",8502
"1182",6700
"1183",5201
"1184",3677
"1185",6743
"1186",5366
"1187",8091
"1188",5147
"1189",5680
"1190",7682
"1191",6525
"1192",2548
"1193",6231
"1194",3669
"1195",8854
"1196",8983
"1197",1988
"1198",2782
"1199",5090
"1200",3104
"1201",3316
"1202",8381
"1203",669
"1204",7707
"1205",6201
"1206",4940
"1207",8732
"1208",6011
"1209",9099
"1210",1247
"1211",6697
"1212",1974
"1213",6415
"1214",3984
"1215",524
"1216",3383
"1217",3201
"1218",5487
"1219",7021
"1220",8038
"1221",9763
"1222",3110
"1223",4387
"1224",9615
"1225",6604
"1226",5643
"1227",9572
"1228",4337
"1229",9822
"1230",5575
"1231",2706
"1232",9391
"1233",9779
"1234",4523
"1235",2703
"1236",9593
"1237",3846
"1238",3555
"1239",9807
"1240",8814
"1241",84
"1242",6350
"1243",2288
"1244",1942
"1245",4287
"1246",307
"1247",9314
"1248",3168
"1249",541
"1250",5037
"1251",7705
"1252",9308
"1253",8673
"1254",9717
"1255",8844
"1256",8987
"1257",8188
"1258",3295
"1259",7818
"1260",8286
"1261",383
"1262",997
"1263",2424
"1264",5079
"1265",8524
"1266",1571
"1267",9961
"1268",9899
"1269",7451
"1270",9818
"1271",4850
"1272",6056
"1273",3435
"1274",9928
"1275",3199
"1276",2103
"1277",7061
"1278",7376
"1279",6753
"1280",8531
"1281",9001
"1282",5116
"1283",6309
"1284",1609
"1285",8012
"1286",7550
"1287",5332
"1288",2274
"1289",9306
"1290",5539
"1291",2880
"1292",2780
"1293",8442
"1294",2053
"1295",1659
"1296",9368
"1297",4860
"1298",5635
"1299",3480
"1300",2221
"1301",327
"1302",6826
"1303",404
"1304",4653
"1305",2630
"1306",3178
"1307",748
"1308",6239
"1309",2089
"1310",7307
"1311",932
"1312",1038
"1313",2218
"1314",7666
"1315",7352
"1316",2754
"1317",1640
"1318",1639
"1319",4623
"1320",5113
"1321",9972
"1322",7302
"1323",7853
"1324",8904
"1325",5894
"1326",6629
"1327",9097
"1328",3152
"1329",1956
"1330",3601
"1331",1452
"1332",752
"1333",8096
"1334",5961
"1335",188
"1336",1226
"1337",4527
"1338",30
"1339",5387
"1340",3513
"1341",6461
"1342",416
"1343",6522
"1344",3678
"1345",2938
"1346",3230
"1347",5236
"1348",5111
"1349",8784
"1350",9783
"1351",8377
"1352",8517
"1353",8292
"1354",9023
"1355",8615
"1356",8397
"1357",1868
"1358",195
"1359",9984
"1360",5824
"1361",3792
"1362",4078
"1363",6467
"1364",589
"1365",1870
"1366",9688
"1367",5577
"1368",3028
"1369",4791
"1370",7787
"1371",9898
"1372",7145
"1373",9589
"1374",1344
"1375",586
"1376",1803
"1377",2613
"1378",75
"1379",6358
"1380",283
"1381",5185
"1382",6524
"1383",7215
"1384",7003
"1385",4066
"1386",528
"1387",8834
"1388",2420
"1389",6213
"1390",4806
"1391",1328
"1392",7740
"1393",399
"1394",3362
"1395",3626
"1396",9640
"1397",1014
"1398",3826
"1399",4719
"1400",8722
"1401",6323
"1402",7706
"1403",613
"1404",3751
"1405",1684
"1406",2514
"1407",8242
"1408",6090
"1409",371
"1410",1903
"1411",2913
"1412",5160
"1413",3115
"1414",5237
"1415",3346
"1416",3466
"1417",5404
"1418",3170
"1419",7208
"1420",9351
"1421",8780
"1422",1475
"1423",6804
"1424",6113
"1425",2947
"1426",8393
"1427",7084
"1428",8335
"1429",4989
"1430",7477
"1431",432
"1432",3789
"1433",4171
"1434",5626
"1435",124
"1436",8577
"1437",6234
"1438",1780
"1439",3401
"1440",1267
"1441",2848
"1442",5788
"1443",415
"1444",365
"1445",6224
"1446",8034
"1447",402
"1448",5545
"1449",9946
"1450",2779
"1451",8317
"1452",9775
"1453",9252
"1454",8527
"1455",6086
"1456",1728
"1457",9436
"1458",8227
"1459",3272
"1460",1199
"1461",104
"1462",6435
"1463",9993
"1464",6528
"1465",4168
"1466",2032
"1467",1628
"1468",2063
"1469",1177
"1470",7872
"1471",2248
"1472",7245
"1473",5840
"1474",1089
"1475",5782
"1476",34
"1477",7663
"1478",7798
"1479",3635
"1480",97
"1481",6334
"1482",5830
"1483",4347
"1484",6249
"1485",9456
"1486",2142
"1487",1355
"1488",542
"1489",8299
"1490",5473
"1491",2871
"1492",6841
"1493",6737
"1494",1755
"1495",4424
"1496",2506
"1497",6120
"1498",4995
"1499",5464
"1500",5266
"1501",7092
"1502",2325
"1503",7073
"1504",3062
"1505",9176
"1506",3329
"1507",7667
"1508",8005
"1509",3060
"1510",9693
"1511",2685
"1512",3819
"1513",7326
"1514",6803
"1515",1217
"1516",7838
"1517",5911
"1518",3245
"1519",1284
"1520",4408
"1521",6281
"1522",7769
"1523",6144
"1524",115
"1525",7608
"1526",7737
"1527",2801
"1528",6633
"1529",2253
"1530",8579
"1531",4619
"1532",1594
"1533",5722
"1534",9604
"1535",5996
"1536",4674
"1537",3829
"1538",5998
"1539",2431
"1540",3503
"1541",8976
"1542",9068
"1543",3628
"1544",9906
"1545",2941
"1546",9363
"1547",2318
"1548",1829
"1549",4545
"1550",2652
"1551",2387
"1552",1688
"1553",8735
"1554",5823
"1555",2479
"1556",204
"1557",4477
"1558",904
"1559",2454
"1560",8570
"1561",1590
"1562",5486
"1563",2414
"1564",2555
"1565",6338
"1566",313
"1567",9124
"1568",2067
"1569",4859
"1570",6882
"1571",7965
"1572",1071
"1573",9900
"1574",2054
"1575",2229
"1576",4755
"1577",811
"1578",7877
"1579",140
"1580",734
"1581",5362
"1582",2016
"1583",5159
"1584",2162
"1585",1796
"1586",1584
"1587",1194
"1588",7711
"1589",1508
"1590",5357
"1591",6631
"1592",2442
"1593",8111
"1594",5112
"1595",4808
"1596",8160
"1597",6680
"1598",1944
"1599",1934
"1600",5519
"1601",665
"1602",2603
"1603",8289
"1604",9271
"1605",4817
"1606",2946
"1607",7175
"1608",7153
"1609",6024
"1610",3505
"1611",5472
"1612",9771
"1613",5232
"1614",2061
"1615",8763
"1616",8769
"1617",2980
"1618",6575
"1619",4275
"1620",6866
"1621",4172
"1622",3458
"1623",5150
"1624",3671
"1625",1235
"1626",9071
"1627",2432
"1628",6954
"1629",4436
"1630",3487
"1631",3059
"1632",5619
"1633",2700
"1634",1643
"1635",2611
"1636",8090
"1637",8438
"1638",2323
"1639",1647
"1640",5055
"1641",6135
"1642",5036
"1643",8035
"1644",6019
"1645",7973
"1646",7157
"1647",2343
"1648",5547
"1649",9011
"1650",5391
"1651",1356
"1652",9139
"1653",6791
"1654",8338
"1655",5009
"1656",4389
"1657",1220
"1658",1326
"1659",1987
"1660",6481
"1661",8431
"1662",531
"1663",3709
"1664",7482
"1665",928
"1666",2653
"1667",749
"1668",1691
"1669",9581
"1670",5766
"1671",9925
"1672",4794
"1673",9354
"1674",9832
"1675",7012
"1676",403
"1677",7343
"1678",9951
"1679",6533
"1680",7321
"1681",4695
"1682",6142
"1683",9164
"1684",3753
"1685",8124
"1686",925
"1687",38
"1688",9452
"1689",8463
"1690",281
"1691",8207
"1692",1362
"1693",8510
"1694",2976
"1695",8402
"1696",5277
"1697",7985
"1698",5580
"1699",3327
"1700",1855
"1701",7444
"1702",7672
"1703",4363
"1704",8121
"1705",477
"1706",4819
"1707",9344
"1708",5602
"1709",6607
"1710",5224
"1711",6034
"1712",6653
"1713",1133
"1714",8620
"1715",5313
"1716",5582
"1717",2082
"1718",2339
"1719",588
"1720",3311
"1721",1394
"1722",703
"1723",3333
"1724",859
"1725",5697
"1726",1810
"1727",8804
"1728",8940
"1729",3729
"1730",5275
"1731",4773
"1732",1700
"1733",2978
"1734",279
"1735",8568
"1736",4765
"1737",872
"1738",8281
"1739",9642
"1740",2877
"1741",8655
"1742",5592
"1743",3355
"1744",8553
"1745",6365
"1746",3698
"1747",6897
"1748",3842
"1749",6112
"1750",5383
"1751",4471
"1752",5066
"1753",9834
"1754",5158
"1755",8282
"1756",6792
"1757",6698
"1758",3578
"1759",8658
"1760",392
"1761",3692
"1762",3863
"1763",6583
"1764",3538
"1765",2912
"1766",8112
"1767",4231
"1768",1853
"1769",4027
"1770",5298
"1771",7078
"1772",7716
"1773",3521
"1774",847
"1775",4224
"1776",3713
"1777",6214
"1778",9349
"1779",8541
"1780",5379
"1781",5535
"1782",9201
"1783",4941
"1784",9130
"1785",2183
"1786",3206
"1787",6779
"1788",7604
"1789",3462
"1790",2391
"1791",9009
"1792",860
"1793",32
"1794",5154
"1795",5612
"1796",1972
"1797",8826
"1798",4386
"1799",5900
"1800",8757
"1801",2813
"1802",5063
"1803",5729
"1804",7685
"1805",6569
"1806",6699
"1807",3756
"1808",2078
"1809",3967
"1810",4905
"1811",7498
"1812",4701
"1813",8210
"1814",1598
"1815",4456
"1816",8632
"1817",7024
"1818",4422
"1819",1381
"1820",9675
"1821",6146
"1822",6373
"1823",2344
"1824",9531
"1825",654
"1826",9247
"1827",6794
"1828",5610
"1829",146
"1830",3131
"1831",135
"1832",582
"1833",993
"1834",2423
"1835",2489
"1836",5708
"1837",9702
"1838",8042
"1839",3386
"1840",4010
"1841",4582
"1842",2774
"1843",474
"1844",6701
"1845",9408
"1846",1201
"1847",6723
"1848",7799
"1849",1305
"1850",1725
"1851",8469
"1852",2922
"1853",3434
"1854",2168
"1855",1921
"1856",9724
"1857",2572
"1858",9455
"1859",3557
"1860",7549
"1861",1353
"1862",3209
"1863",1842
"1864",8775
"1865",7744
"1866",2609
"1867",9947
"1868",3998
"1869",5853
"1870",6924
"1871",568
"1872",112
"1873",6836
"1874",7771
"1875",610
"1876",35
"1877",7296
"1878",5995
"1879",470
"1880",9799
"1881",2704
"1882",8110
"1883",9035
"1884",3429
"1885",1881
"1886",2874
"1887",2192
"1888",3292
"1889",1385
"1890",6567
"1891",7034
"1892",345
"1893",1973
"1894",6535
"1895",5444
"1896",1007
"1897",5685
"1898",6901
"1899",8179
"1900",685
"1901",5089
"1902",7036
"1903",677
"1904",5433
"1905",572
"1906",3966
"1907",4445
"1908",6064
"1909",8954
"1910",1967
"1911",2503
"1912",5424
"1913",9784
"1914",3764
"1915",1941
"1916",7936
"1917",1971
"1918",4895
"1919",6934
"1920",6498
"1921",2827
"1922",7789
"1923",9950
"1924",8470
"1925",687
"1926",3840
"1927",3438
"1928",2203
"1929",4402
"1930",2735
"1931",5549
"1932",784
"1933",2952
"1934",1386
"1935",9194
"1936",1773
"1937",3216
"1938",6319
"1939",258
"1940",9983
"1941",1398
"1942",5285
"1943",8016
"1944",901
"1945",2619
"1946",8563
"1947",3588
"1948",5641
"1949",899
"1950",3509
"1951",809
"1952",2150
"1953",6648
"1954",929
"1955",138
"1956",8825
"1957",3651
"1958",4589
"1959",8786
"1960",3518
"1961",9145
"1962",4192
"1963",8680
"1964",6088
"1965",8137
"1966",1339
"1967",4233
"1968",6403
"1969",3517
"1970",7433
"1971",6311
"1972",8066
"1973",8700
"1974",3747
"1975",5166
"1976",7264
"1977",4100
"1978",7957
"1979",9523
"1980",7762
"1981",4506
"1982",8660
"1983",593
"1984",2963
"1985",7525
"1986",9444
"1987",2046
"1988",3125
"1989",218
"1990",8428
"1991",8321
"1992",8487
"1993",2957
"1994",4688
"1995",4493
"1996",2251
"1997",7402
"1998",6872
"1999",8357
"2000",4147
"2001",8147
"2002",5686
"2003",6421
"2004",6693
"2005",7576
"2006",9039
"2007",5651
"2008",9828
"2009",3613
"2010",8537
"2011",1834
"2012",9734
"2013",1181
"2014",9268
"2015",5217
"2016",3878
"2017",805
"2018",8745
"2019",9240
"2020",3407
"2021",663
"2022",7230
"2023",7911
"2024",1359
"2025",3744
"2026",3221
"2027",6128
"2028",3207
"2029",2599
"2030",7556
"2031",164
"2032",2586
"2033",8102
"2034",8329
"2035",8404
"2036",2176
"2037",9528
"2038",4131
"2039",1379
"2040",2184
"2041",5402
"2042",7443
"2043",4064
"2044",6971
"2045",3992
"2046",1273
"2047",6471
"2048",656
"2049",9654
"2050",4677
"2051",393
"2052",316
"2053",2383
"2054",2722
"2055",5745
"2056",1204
"2057",9772
"2058",85
"2059",7214
"2060",2736
"2061",6293
"2062",3219
"2063",303
"2064",4281
"2065",7212
"2066",4367
"2067",1136
"2068",6005
"2069",1142
"2070",4705
"2071",1818
"2072",1719
"2073",4259
"2074",4190
"2075",4352
"2076",1525
"2077",4083
"2078",7651
"2079",5826
"2080",186
"2081",3816
"2082",5130
"2083",5421
"2084",6861
"2085",1559
"2086",3528
"2087",1182
"2088",908
"2089",9957
"2090",29
"2091",955
"2092",1218
"2093",2042
"2094",3968
"2095",8010
"2096",5749
"2097",773
"2098",8977
"2099",440
"2100",1112
"2101",3174
"2102",8162
"2103",8962
"2104",6360
"2105",8494
"2106",6716
"2107",537
"2108",2677
"2109",1212
"2110",8693
"2111",914
"2112",8886
"2113",8959
"2114",7409
"2115",7646
"2116",5967
"2117",7405
"2118",202
"2119",6806
"2120",1589
"2121",7867
"2122",8796
"2123",3166
"2124",1085
"2125",6256
"2126",3021
"2127",4812
"2128",7493
"2129",5169
"2130",4682
"2131",1769
"2132",8720
"2133",3331
"2134",6172
"2135",4446
"2136",7697
"2137",350
"2138",1543
"2139",7422
"2140",8639
"2141",4354
"2142",5109
"2143",6959
"2144",4876
"2145",9524
"2146",7766
"2147",9214
"2148",9000
"2149",8385
"2150",9820
"2151",5839
"2152",7135
"2153",3614
"2154",5638
"2155",753
"2156",7425
"2157",7774
"2158",2172
"2159",9245
"2160",4014
"2161",3255
"2162",3097
"2163",5040
"2164",3757
"2165",6080
"2166",4003
"2167",5713
"2168",6814
"2169",6547
"2170",9879
